Method,Instance,N,Optimal_K,Euristich_K,Q,Cost,Optimal_Value,Optimality_Gap(%),Optimality_K_Gap(%),Processing_Time(s)
My-Euristich,XML100_2211_03,100,34,50.0,3,42973.0,22587.0,90.26,47.06,0.009659
My-Euristich,XML100_2211_04,100,34,50.0,3,47578.0,30043.0,58.37,47.06,0.009844
My-Euristich,XML100_2211_05,100,34,50.0,3,67066.0,35519.0,88.82,47.06,0.010231
My-Euristich,XML100_2111_19,100,34,50.0,3,64050.0,30355.0,111.0,47.06,0.009491
My-Euristich,XML100_2111_24,100,34,50.0,3,60454.0,29396.0,105.65,47.06,0.009738
My-Euristich,XML100_2111_23,100,34,50.0,3,70483.0,31588.0,123.13,47.06,0.009599
My-Euristich,XML100_1111_15,100,34,50.0,3,66715.0,38924.0,71.4,47.06,0.009082
My-Euristich,XML100_1111_04,100,34,50.0,3,69301.0,37554.0,84.54,47.06,0.00954
My-Euristich,XML100_1111_07,100,34,50.0,3,75054.0,43143.0,73.97,47.06,0.009859
My-Euristich,XML100_1111_10,100,34,50.0,3,62312.0,33868.0,83.98,47.06,0.008951
My-Euristich,XML100_1111_09,100,34,50.0,3,77468.0,44883.0,72.6,47.06,0.008871
My-Euristich,XML100_2111_05,100,34,50.0,3,64001.0,29217.0,119.05,47.06,0.00969
My-Euristich,XML100_2111_06,100,34,50.0,3,62983.0,28912.0,117.84,47.06,0.009643
My-Euristich,XML100_2111_02,100,34,50.0,3,60386.0,29271.0,106.3,47.06,0.009624
My-Euristich,XML100_2111_04,100,34,50.0,3,59963.0,28752.0,108.55,47.06,0.00974
My-Euristich,XML100_2111_12,100,34,50.0,3,59167.0,29168.0,102.85,47.06,0.009503
My-Euristich,XML100_2111_10,100,34,50.0,3,60920.0,28731.0,112.04,47.06,0.009712
My-Euristich,XML100_2111_09,100,34,50.0,3,64307.0,29873.0,115.27,47.06,0.00981
My-Euristich,XML100_1311_08,100,34,50.0,3,59950.0,30715.0,95.18,47.06,0.009438
My-Euristich,XML100_2211_27,100,34,50.0,3,57706.0,31961.0,80.55,47.06,0.009435
My-Euristich,XML100_2211_25,100,34,50.0,3,44759.0,23606.0,89.61,47.06,0.009981
My-Euristich,XML100_2211_23,100,34,50.0,3,56706.0,32776.0,73.01,47.06,0.00978
My-Euristich,XML100_2211_24,100,34,50.0,3,43648.0,26462.0,64.95,47.06,0.009682
