Method,Instance,N,Optimal_K,Euristich_K,Q,Cost,Optimal_Value,Optimality_Gap(%),Optimality_K_Gap(%),Processing_Time(s)
My-Euristich,XML100_1311_18,100,34,50.0,3,73748.0,42468.0,73.66,47.06,0.009492
My-Euristich,XML100_1311_17,100,34,50.0,3,60045.0,32304.0,85.87,47.06,0.009285
My-Euristich,XML100_1311_14,100,34,50.0,3,54411.0,29378.0,85.21,47.06,0.009623
My-Euristich,XML100_1311_16,100,34,50.0,3,58697.0,33035.0,77.68,47.06,0.009585
My-Euristich,XML100_1311_10,100,34,50.0,3,104168.0,65513.0,59.0,47.06,0.009798
My-Euristich,XML100_1311_12,100,34,50.0,3,82420.0,49423.0,66.76,47.06,0.009429
My-Euristich,XML100_1311_04,100,34,50.0,3,95701.0,58919.0,62.43,47.06,0.009506
My-Euristich,XML100_1311_20,100,34,50.0,3,85245.0,50718.0,68.08,47.06,0.009528
My-Euristich,XML100_1311_25,100,34,50.0,3,64878.0,36473.0,77.88,47.06,0.009325
My-Euristich,XML100_1311_23,100,34,50.0,3,84908.0,47612.0,78.33,47.06,0.009601
My-Euristich,XML100_2311_05,100,34,50.0,3,55207.0,27823.0,98.42,47.06,0.010292
My-Euristich,XML100_2311_02,100,34,50.0,3,48642.0,25940.0,87.52,47.06,0.009878
My-Euristich,XML100_2311_15,100,34,50.0,3,64540.0,29879.0,116.0,47.06,0.009949
My-Euristich,XML100_2311_14,100,34,50.0,3,69206.0,33022.0,109.58,47.06,0.010097
My-Euristich,XML100_2311_12,100,34,50.0,3,56113.0,27520.0,103.9,47.06,0.009964
My-Euristich,XML100_2311_11,100,34,50.0,3,64791.0,31688.0,104.47,47.06,0.00976
My-Euristich,XML100_2311_09,100,34,50.0,3,67137.0,30663.0,118.95,47.06,0.009906
My-Euristich,XML100_2311_10,100,34,50.0,3,53352.0,27206.0,96.1,47.06,0.009642
My-Euristich,XML100_2311_08,100,34,50.0,3,50370.0,25638.0,96.47,47.06,0.009745
My-Euristich,XML100_2311_06,100,34,50.0,3,69761.0,33761.0,106.63,47.06,0.009704
My-Euristich,XML100_2311_04,100,34,50.0,3,52575.0,27701.0,89.79,47.06,0.009507
My-Euristich,XML100_2311_16,100,34,50.0,3,58539.0,28676.0,104.14,47.06,0.009704
My-Euristich,XML100_2311_23,100,34,50.0,3,64735.0,30398.0,112.96,47.06,0.010015
My-Euristich,XML100_2311_24,100,34,50.0,3,69251.0,31640.0,118.87,47.06,0.010466
My-Euristich,XML100_2311_26,100,34,50.0,3,53090.0,27002.0,96.62,47.06,0.009805
My-Euristich,XML100_3111_03,100,34,50.0,3,91657.0,55133.0,66.25,47.06,0.009506
My-Euristich,XML100_3111_04,100,34,50.0,3,93411.0,55761.0,67.52,47.06,0.009624
My-Euristich,XML100_3111_05,100,34,50.0,3,94576.0,56757.0,66.63,47.06,0.010297
My-Euristich,XML100_1111_16,100,34,50.0,3,61747.0,30145.0,104.83,47.06,0.008916
My-Euristich,XML100_2111_13,100,34,50.0,3,55153.0,28554.0,93.15,47.06,0.009875
My-Euristich,XML100_2211_20,100,34,50.0,3,41650.0,25286.0,64.72,47.06,0.009748
My-Euristich,XML100_2211_21,100,34,50.0,3,37630.0,19938.0,88.74,47.06,0.009708
My-Euristich,XML100_2211_18,100,34,50.0,3,50759.0,26026.0,95.03,47.06,0.009747
My-Euristich,XML100_1211_17,100,25,34.0,4,15949.0,9387.0,69.91,36.0,0.006748
My-Euristich,XML100_1211_15,100,25,34.0,4,26711.0,16187.0,65.02,36.0,0.007417
My-Euristich,XML100_1211_14,100,25,34.0,4,21847.0,14874.0,46.88,36.0,0.006912
My-Euristich,XML100_1211_25,100,25,34.0,4,46520.0,32912.0,41.35,36.0,0.006966
My-Euristich,XML100_1211_06,100,25,34.0,4,52851.0,32632.0,61.96,36.0,0.006776
My-Euristich,XML100_3111_11,100,25,34.0,4,63133.0,42559.0,48.34,36.0,0.006614
My-Euristich,XML100_1211_12,100,25,34.0,4,45394.0,31452.0,44.33,36.0,0.006854
My-Euristich,XML100_1211_09,100,25,34.0,4,47508.0,29220.0,62.59,36.0,0.006667
My-Euristich,XML100_1211_21,100,25,34.0,4,32923.0,23174.0,42.07,36.0,0.007036
My-Euristich,XML100_1211_20,100,25,34.0,4,53263.0,35841.0,48.61,36.0,0.006863
My-Euristich,XML100_1211_18,100,25,34.0,4,41752.0,27181.0,53.61,36.0,0.007152
My-Euristich,XML100_3211_02,100,25,34.0,4,50674.0,34823.0,45.52,36.0,0.007228
My-Euristich,XML100_3211_03,100,25,34.0,4,76623.0,54909.0,39.55,36.0,0.00711
My-Euristich,XML100_3211_07,100,25,34.0,4,72541.0,48998.0,48.05,36.0,0.006976
My-Euristich,XML100_3211_06,100,25,34.0,4,61613.0,42989.0,43.32,36.0,0.007116
My-Euristich,XML100_3211_08,100,25,34.0,4,38689.0,27255.0,41.95,36.0,0.006833
My-Euristich,XML100_3211_15,100,25,34.0,4,68139.0,48786.0,39.67,36.0,0.006778
My-Euristich,XML100_3211_16,100,25,34.0,4,69175.0,49641.0,39.35,36.0,0.006902
My-Euristich,XML100_3211_10,100,25,34.0,4,53780.0,37269.0,44.3,36.0,0.006959
My-Euristich,XML100_3211_17,100,25,34.0,4,50151.0,35086.0,42.94,36.0,0.007182
My-Euristich,XML100_3111_22,100,25,34.0,4,59195.0,40275.0,46.98,36.0,0.007191
My-Euristich,XML100_3111_23,100,25,34.0,4,65615.0,42863.0,53.08,36.0,0.006587
My-Euristich,XML100_3111_24,100,25,34.0,4,64399.0,41305.0,55.91,36.0,0.006985
My-Euristich,XML100_3111_20,100,25,34.0,4,66264.0,44137.0,50.13,36.0,0.006872
My-Euristich,XML100_1211_27,100,25,34.0,4,40877.0,27610.0,48.05,36.0,0.00702
My-Euristich,XML100_1211_04,100,25,34.0,4,36032.0,24601.0,46.47,36.0,0.006637
My-Euristich,XML100_3211_14,100,25,34.0,4,58249.0,40202.0,44.89,36.0,0.007031
My-Euristich,XML100_3311_09,100,25,34.0,4,67307.0,46128.0,45.91,36.0,0.006759
My-Euristich,XML100_3311_15,100,25,34.0,4,66981.0,43042.0,55.62,36.0,0.007037
My-Euristich,XML100_3311_21,100,25,34.0,4,57489.0,37628.0,52.78,36.0,0.006652
My-Euristich,XML100_1111_19,100,25,34.0,4,41800.0,22719.0,83.99,36.0,0.00641
My-Euristich,XML100_1111_25,100,25,34.0,4,51262.0,33710.0,52.07,36.0,0.006333
My-Euristich,XML100_1111_24,100,25,34.0,4,53370.0,36733.0,45.29,36.0,0.006634
My-Euristich,XML100_3311_22,100,25,34.0,4,73653.0,50090.0,47.04,36.0,0.006673
My-Euristich,XML100_1111_27,100,25,34.0,4,54957.0,34996.0,57.04,36.0,0.006682
My-Euristich,XML100_3311_25,100,25,34.0,4,55927.0,36926.0,51.46,36.0,0.006904
My-Euristich,XML100_1111_20,100,25,34.0,4,59531.0,36098.0,64.91,36.0,0.006977
My-Euristich,XML100_1111_21,100,25,34.0,4,46574.0,25052.0,85.91,36.0,0.007857
My-Euristich,XML100_1111_23,100,25,34.0,4,56651.0,37197.0,52.3,36.0,0.00671
My-Euristich,XML100_3311_16,100,25,34.0,4,64255.0,42544.0,51.03,36.0,0.006791
My-Euristich,XML100_3311_17,100,25,34.0,4,55045.0,37241.0,47.81,36.0,0.007238
My-Euristich,XML100_3311_19,100,25,34.0,4,60304.0,39567.0,52.41,36.0,0.006655
My-Euristich,XML100_1111_18,100,25,34.0,4,47941.0,29087.0,64.82,36.0,0.006342
My-Euristich,XML100_3211_26,100,25,34.0,4,54181.0,38788.0,39.68,36.0,0.006837
My-Euristich,XML100_3311_02,100,25,34.0,4,59247.0,39369.0,50.49,36.0,0.006897
My-Euristich,XML100_3311_03,100,25,34.0,4,64762.0,43350.0,49.39,36.0,0.006886
My-Euristich,XML100_1111_17,100,25,34.0,4,52690.0,33605.0,56.79,36.0,0.006532
My-Euristich,XML100_3311_20,100,25,34.0,4,74951.0,49209.0,52.31,36.0,0.006937
My-Euristich,XML100_3311_04,100,25,34.0,4,62586.0,44158.0,41.73,36.0,0.006927
My-Euristich,XML100_3311_05,100,25,34.0,4,67485.0,44863.0,50.42,36.0,0.007292
My-Euristich,XML100_3311_06,100,25,34.0,4,64520.0,43050.0,49.87,36.0,0.006632
My-Euristich,XML100_3211_22,100,25,34.0,4,72662.0,48334.0,50.33,36.0,0.006766
My-Euristich,XML100_3211_24,100,25,34.0,4,53553.0,37845.0,41.51,36.0,0.007036
My-Euristich,XML100_3211_21,100,25,34.0,4,59387.0,39392.0,50.76,36.0,0.007095
My-Euristich,XML100_3211_25,100,25,34.0,4,46911.0,32257.0,45.43,36.0,0.006842
My-Euristich,XML100_3211_18,100,25,34.0,4,46973.0,30729.0,52.86,36.0,0.006776
My-Euristich,XML100_3111_19,100,25,34.0,4,65205.0,41842.0,55.84,36.0,0.006628
My-Euristich,XML100_3111_15,100,25,34.0,4,69593.0,45754.0,52.1,36.0,0.006821
My-Euristich,XML100_3111_13,100,25,34.0,4,63870.0,42378.0,50.71,36.0,0.007034
My-Euristich,XML100_3111_08,100,25,34.0,4,67563.0,44415.0,52.12,36.0,0.006751
My-Euristich,XML100_1211_16,100,25,34.0,4,43061.0,30124.0,42.95,36.0,0.0067
My-Euristich,XML100_1311_21,100,25,34.0,4,63672.0,40785.0,56.12,36.0,0.006657
My-Euristich,XML100_1311_19,100,25,34.0,4,43479.0,27918.0,55.74,36.0,0.006902
My-Euristich,XML100_1311_24,100,25,34.0,4,52562.0,33464.0,57.07,36.0,0.006737
My-Euristich,XML100_1311_03,100,25,34.0,4,56492.0,37773.0,49.56,36.0,0.006978
My-Euristich,XML100_1311_27,100,25,34.0,4,42616.0,26640.0,59.97,36.0,0.006683
My-Euristich,XML100_1311_22,100,25,34.0,4,47007.0,29238.0,60.77,36.0,0.006722
My-Euristich,XML100_1311_07,100,25,34.0,4,41474.0,28848.0,43.77,36.0,0.007125
My-Euristich,XML100_1311_06,100,25,34.0,4,51128.0,33045.0,54.72,36.0,0.007182
My-Euristich,XML100_1311_05,100,25,34.0,4,43410.0,26790.0,62.04,36.0,0.00683
My-Euristich,XML100_2211_26,100,25,34.0,4,34279.0,20346.0,68.48,36.0,0.006854
My-Euristich,XML100_1311_13,100,25,34.0,4,52455.0,30327.0,72.96,36.0,0.006808
My-Euristich,XML100_1311_15,100,25,34.0,4,52698.0,33548.0,57.08,36.0,0.006879
My-Euristich,XML100_1311_11,100,25,34.0,4,54847.0,37006.0,48.21,36.0,0.006975
My-Euristich,XML100_1311_26,100,25,34.0,4,46824.0,29707.0,57.62,36.0,0.007081
My-Euristich,XML100_2311_01,100,25,34.0,4,41527.0,22762.0,82.44,36.0,0.006967
My-Euristich,XML100_2311_18,100,25,34.0,4,40813.0,21321.0,91.42,36.0,0.008271
My-Euristich,XML100_2311_17,100,25,34.0,4,38761.0,22103.0,75.37,36.0,0.01051
My-Euristich,XML100_2311_20,100,25,34.0,4,39755.0,22926.0,73.41,36.0,0.008312
My-Euristich,XML100_2311_22,100,25,34.0,4,41124.0,24266.0,69.47,36.0,0.007136
My-Euristich,XML100_2311_21,100,25,34.0,4,42485.0,24540.0,73.13,36.0,0.008561
My-Euristich,XML100_3111_01,100,25,34.0,4,67449.0,44878.0,50.29,36.0,0.006252
My-Euristich,XML100_2311_25,100,25,34.0,4,44718.0,24979.0,79.02,36.0,0.007475
My-Euristich,XML100_3111_02,100,25,34.0,4,64584.0,43500.0,48.47,36.0,0.00634
My-Euristich,XML100_2311_03,100,25,34.0,4,37304.0,21084.0,76.93,36.0,0.006956
My-Euristich,XML100_2311_19,100,25,34.0,4,37565.0,21625.0,73.71,36.0,0.009048
My-Euristich,XML100_2311_13,100,25,34.0,4,41681.0,21254.0,96.11,36.0,0.007117
My-Euristich,XML100_2311_07,100,25,34.0,4,44401.0,24243.0,83.15,36.0,0.007297
My-Euristich,XML100_1311_01,100,25,34.0,4,47728.0,29423.0,62.21,36.0,0.006759
My-Euristich,XML100_1311_02,100,25,34.0,4,51322.0,33149.0,54.82,36.0,0.006677
My-Euristich,XML100_1311_09,100,25,34.0,4,45814.0,29802.0,53.73,36.0,0.006728
My-Euristich,XML100_2211_22,100,25,34.0,4,29604.0,19454.0,52.17,36.0,0.006802
My-Euristich,XML100_2111_17,100,25,34.0,4,44726.0,23543.0,89.98,36.0,0.007096
My-Euristich,XML100_2111_20,100,25,34.0,4,46762.0,23266.0,100.99,36.0,0.007066
My-Euristich,XML100_2111_21,100,25,34.0,4,40435.0,23000.0,75.8,36.0,0.006855
My-Euristich,XML100_2111_27,100,25,34.0,4,43981.0,23747.0,85.21,36.0,0.006817
My-Euristich,XML100_2111_18,100,25,34.0,4,41629.0,23472.0,77.36,36.0,0.006815
My-Euristich,XML100_2111_26,100,25,34.0,4,44692.0,24189.0,84.76,36.0,0.006905
My-Euristich,XML100_2211_06,100,25,34.0,4,39930.0,22863.0,74.65,36.0,0.0074
My-Euristich,XML100_2211_13,100,25,34.0,4,27410.0,17300.0,58.44,36.0,0.006825
My-Euristich,XML100_2211_09,100,25,34.0,4,33794.0,19261.0,75.45,36.0,0.007341
My-Euristich,XML100_2211_14,100,25,34.0,4,29348.0,19777.0,48.39,36.0,0.006891
My-Euristich,XML100_2211_19,100,25,34.0,4,32311.0,17913.0,80.38,36.0,0.007116
My-Euristich,XML100_2211_08,100,25,34.0,4,29006.0,19495.0,48.79,36.0,0.006771
My-Euristich,XML100_2211_02,100,25,34.0,4,25342.0,15431.0,64.23,36.0,0.006797
My-Euristich,XML100_2111_11,100,25,34.0,4,46151.0,23186.0,99.05,36.0,0.006717
My-Euristich,XML100_2111_16,100,25,34.0,4,48449.0,24985.0,93.91,36.0,0.006836
My-Euristich,XML100_2111_01,100,25,34.0,4,43122.0,22626.0,90.59,36.0,0.007118
My-Euristich,XML100_2111_03,100,25,34.0,4,42760.0,22698.0,88.39,36.0,0.006963
My-Euristich,XML100_2111_07,100,25,34.0,4,43906.0,23353.0,88.01,36.0,0.006719
My-Euristich,XML100_2111_08,100,25,34.0,4,42587.0,23609.0,80.38,36.0,0.007002
My-Euristich,XML100_2111_14,100,25,34.0,4,43594.0,22887.0,90.47,36.0,0.007215
My-Euristich,XML100_2111_15,100,25,34.0,4,44325.0,23666.0,87.29,36.0,0.006781
My-Euristich,XML100_1111_13,100,25,34.0,4,50588.0,31387.0,61.18,36.0,0.006332
My-Euristich,XML100_1111_14,100,25,34.0,4,52427.0,33469.0,56.64,36.0,0.006501
My-Euristich,XML100_1111_12,100,25,34.0,4,55517.0,33059.0,67.93,36.0,0.006507
My-Euristich,XML100_1111_11,100,25,34.0,4,52297.0,33202.0,57.51,36.0,0.006573
My-Euristich,XML100_1111_06,100,25,34.0,4,46217.0,27039.0,70.93,36.0,0.006737
My-Euristich,XML100_1111_08,100,25,34.0,4,48940.0,30140.0,62.38,36.0,0.006652
My-Euristich,XML100_1111_05,100,25,34.0,4,52985.0,33149.0,59.84,36.0,0.006546
My-Euristich,XML100_1111_03,100,25,34.0,4,44117.0,26322.0,67.61,36.0,0.007025
My-Euristich,XML100_1111_02,100,25,34.0,4,59541.0,38374.0,55.16,36.0,0.007353
My-Euristich,XML100_1111_01,100,25,34.0,4,48136.0,29888.0,61.05,36.0,0.007104
My-Euristich,XML100_3316_01,100,3,4.0,34,13935.0,9346.0,49.1,33.33,0.001874
My-Euristich,XML100_2116_16,100,3,4.0,34,14754.0,8324.0,77.25,33.33,0.001864
My-Euristich,XML100_1216_27,100,3,4.0,34,9473.0,6412.0,47.74,33.33,0.001822
My-Euristich,XML100_1116_17,100,3,4.0,34,15504.0,9134.0,69.74,33.33,0.001904
My-Euristich,XML100_3116_23,100,3,4.0,34,14140.0,9709.0,45.64,33.33,0.001821
My-Euristich,XML100_3116_06,100,3,4.0,34,14411.0,9849.0,46.32,33.33,0.001881
My-Euristich,XML100_3116_13,100,3,4.0,34,14979.0,9740.0,53.79,33.33,0.002429
My-Euristich,XML100_3116_17,100,3,4.0,34,14427.0,9555.0,50.99,33.33,0.002556
My-Euristich,XML100_1216_25,100,3,4.0,34,10975.0,7539.0,45.58,33.33,0.001828
My-Euristich,XML100_1216_22,100,3,4.0,34,7106.0,5027.0,41.36,33.33,0.001815
My-Euristich,XML100_1211_19,100,26,34.0,4,34055.0,23808.0,43.04,30.77,0.006721
My-Euristich,XML100_1112_05,100,20,25.0,5,42759.0,27833.0,53.63,25.0,0.005031
My-Euristich,XML100_1112_03,100,20,25.0,5,39681.0,26980.0,47.08,25.0,0.005219
My-Euristich,XML100_2112_23,100,20,25.0,5,38418.0,19490.0,97.12,25.0,0.005475
My-Euristich,XML100_2112_21,100,20,25.0,5,38710.0,20893.0,85.28,25.0,0.005383
My-Euristich,XML100_3312_03,100,20,25.0,5,43232.0,32284.0,33.91,25.0,0.00544
My-Euristich,XML100_1112_01,100,20,25.0,5,35437.0,24781.0,43.0,25.0,0.005054
My-Euristich,XML100_1112_21,100,20,25.0,5,35761.0,23786.0,50.34,25.0,0.005172
My-Euristich,XML100_2112_13,100,20,25.0,5,36693.0,19984.0,83.61,25.0,0.005425
My-Euristich,XML100_2112_12,100,20,25.0,5,35514.0,19746.0,79.85,25.0,0.005367
My-Euristich,XML100_2112_11,100,20,25.0,5,36368.0,19664.0,84.95,25.0,0.005717
My-Euristich,XML100_2112_08,100,20,25.0,5,37673.0,20554.0,83.29,25.0,0.005437
My-Euristich,XML100_1316_21,100,4,5.0,25,14581.0,9447.0,54.35,25.0,0.002432
My-Euristich,XML100_2112_20,100,20,25.0,5,34826.0,19261.0,80.81,25.0,0.005599
