Method,Instance,N,K,Q,Cost,Optimal_Value,Optimality_Gap(%),Processing_Time(s)
My-Euristich,XML100_1111_01,100,0,4,None,29888.0,100.0,0.000029
My-Euristich,XML100_1111_02,100,0,4,None,38374.0,100.0,0.000009
My-Euristich,XML100_1111_03,100,0,4,None,26322.0,100.0,0.000007
My-Euristich,XML100_1111_04,100,0,3,None,37554.0,100.0,0.000007
My-Euristich,XML100_1111_05,100,0,4,None,33149.0,100.0,0.000011
My-Euristich,XML100_1111_06,100,0,4,None,27039.0,100.0,0.000009
My-Euristich,XML100_1111_07,100,0,3,None,43143.0,100.0,0.000009
My-Euristich,XML100_1111_08,100,0,4,None,30140.0,100.0,0.000006
My-Euristich,XML100_1111_09,100,0,3,None,44883.0,100.0,0.000035
My-Euristich,XML100_1111_10,100,0,3,None,33868.0,100.0,0.000010
My-Euristich,XML100_1111_11,100,0,4,None,33202.0,100.0,0.000011
My-Euristich,XML100_1111_12,100,0,4,None,33059.0,100.0,0.000006
My-Euristich,XML100_1111_13,100,0,4,None,31387.0,100.0,0.000032
My-Euristich,XML100_1111_14,100,0,4,None,33469.0,100.0,0.000018
My-Euristich,XML100_1111_15,100,0,3,None,38924.0,100.0,0.000011
My-Euristich,XML100_1111_16,100,0,3,None,30145.0,100.0,0.000006
My-Euristich,XML100_1111_17,100,0,4,None,33605.0,100.0,0.000015
My-Euristich,XML100_1111_18,100,0,4,None,29087.0,100.0,0.000015
My-Euristich,XML100_1111_19,100,0,4,None,22719.0,100.0,0.000015
My-Euristich,XML100_1111_20,100,0,4,None,36098.0,100.0,0.000008
My-Euristich,XML100_1111_21,100,0,4,None,25052.0,100.0,0.000007
My-Euristich,XML100_1111_22,100,0,3,None,55795.0,100.0,0.000013
My-Euristich,XML100_1111_23,100,0,4,None,37197.0,100.0,0.000009
My-Euristich,XML100_1111_24,100,0,4,None,36733.0,100.0,0.000006
My-Euristich,XML100_1111_25,100,0,4,None,33710.0,100.0,0.000005
My-Euristich,XML100_1111_26,100,0,3,None,37730.0,100.0,0.000010
My-Euristich,XML100_1111_27,100,0,4,None,34996.0,100.0,0.000013
My-Euristich,XML100_1112_01,100,0,5,None,24781.0,100.0,0.000007
My-Euristich,XML100_1112_02,100,0,6,None,22916.0,100.0,0.000020
My-Euristich,XML100_1112_03,100,0,5,None,26980.0,100.0,0.000014
My-Euristich,XML100_1112_04,100,0,5,None,20461.0,100.0,0.000030
My-Euristich,XML100_1112_05,100,0,5,None,27833.0,100.0,0.000027
My-Euristich,XML100_1112_06,100,0,6,None,22830.0,100.0,0.000007
My-Euristich,XML100_1112_07,100,0,6,None,23362.0,100.0,0.000017
My-Euristich,XML100_1112_08,100,0,7,None,21549.0,100.0,0.000016
My-Euristich,XML100_1112_09,100,0,7,None,24512.0,100.0,0.000007
My-Euristich,XML100_1112_10,100,0,5,None,25194.0,100.0,0.000005
My-Euristich,XML100_1112_11,100,0,6,None,22629.0,100.0,0.000012
My-Euristich,XML100_1112_12,100,0,6,None,19645.0,100.0,0.000015
My-Euristich,XML100_1112_13,100,0,7,None,21710.0,100.0,0.000009
My-Euristich,XML100_1112_14,100,0,5,None,26274.0,100.0,0.000006
My-Euristich,XML100_1112_15,100,0,5,None,24272.0,100.0,0.000010
My-Euristich,XML100_1112_16,100,0,7,None,19017.0,100.0,0.000029
My-Euristich,XML100_1112_17,100,0,6,None,24215.0,100.0,0.000008
My-Euristich,XML100_1112_18,100,0,6,None,23599.0,100.0,0.000005
My-Euristich,XML100_1112_19,100,0,6,None,22294.0,100.0,0.000005
My-Euristich,XML100_1112_20,100,0,6,None,18654.0,100.0,0.000013
My-Euristich,XML100_1112_21,100,0,5,None,23786.0,100.0,0.000008
My-Euristich,XML100_1112_22,100,0,6,None,23315.0,100.0,0.000005
My-Euristich,XML100_1112_23,100,0,5,None,24503.0,100.0,0.000005
My-Euristich,XML100_1112_24,100,0,6,None,23904.0,100.0,0.000007
My-Euristich,XML100_1112_25,100,0,5,None,22054.0,100.0,0.000015
My-Euristich,XML100_1112_26,100,0,7,None,16307.0,100.0,0.000005
My-Euristich,XML100_1112_27,100,0,5,None,20487.0,100.0,0.000006
My-Euristich,XML100_1113_01,100,0,11,None,14740.0,100.0,0.000005
My-Euristich,XML100_1113_02,100,0,10,None,12795.0,100.0,0.000040
My-Euristich,XML100_1113_03,100,0,10,None,16763.0,100.0,0.000008
My-Euristich,XML100_1113_04,100,0,8,None,19276.0,100.0,0.000005
My-Euristich,XML100_1113_05,100,0,11,None,17473.0,100.0,0.000015
My-Euristich,XML100_1113_06,100,0,10,None,15063.0,100.0,0.000015
My-Euristich,XML100_1113_07,100,0,10,None,14550.0,100.0,0.000014
My-Euristich,XML100_1113_08,100,0,8,None,19200.0,100.0,0.000006
My-Euristich,XML100_1113_09,100,0,9,None,16643.0,100.0,0.000005
My-Euristich,XML100_1113_10,100,0,10,None,15675.0,100.0,0.000005
My-Euristich,XML100_1113_11,100,0,9,None,15838.0,100.0,0.000008
My-Euristich,XML100_1113_12,100,0,9,None,15439.0,100.0,0.000013
My-Euristich,XML100_1113_13,100,0,11,None,15302.0,100.0,0.000006
My-Euristich,XML100_1113_14,100,0,11,None,15157.0,100.0,0.000007
My-Euristich,XML100_1113_15,100,0,8,None,16750.0,100.0,0.000007
My-Euristich,XML100_1113_16,100,0,9,None,15674.0,100.0,0.000012
My-Euristich,XML100_1113_17,100,0,10,None,19367.0,100.0,0.000009
My-Euristich,XML100_1113_18,100,0,10,None,17451.0,100.0,0.000006
My-Euristich,XML100_1113_19,100,0,10,None,12189.0,100.0,0.000005
My-Euristich,XML100_1113_20,100,0,10,None,18200.0,100.0,0.000031
My-Euristich,XML100_1113_21,100,0,9,None,18939.0,100.0,0.000014
My-Euristich,XML100_1113_22,100,0,11,None,14115.0,100.0,0.000007
My-Euristich,XML100_1113_23,100,0,9,None,16372.0,100.0,0.000005
My-Euristich,XML100_1113_24,100,0,8,None,19248.0,100.0,0.000026
My-Euristich,XML100_1113_25,100,0,9,None,16767.0,100.0,0.000012
My-Euristich,XML100_1113_26,100,0,10,None,17103.0,100.0,0.000009
My-Euristich,XML100_1113_27,100,0,9,None,14297.0,100.0,0.000012
My-Euristich,XML100_1114_01,100,0,13,None,13650.0,100.0,0.000005
My-Euristich,XML100_1114_02,100,0,15,None,12579.0,100.0,0.000011
My-Euristich,XML100_1114_03,100,0,15,None,15432.0,100.0,0.000011
My-Euristich,XML100_1114_04,100,0,14,None,14030.0,100.0,0.000012
My-Euristich,XML100_1114_05,100,0,12,None,14059.0,100.0,0.000005
My-Euristich,XML100_1114_06,100,0,12,None,13895.0,100.0,0.000007
My-Euristich,XML100_1114_07,100,0,12,None,13786.0,100.0,0.000019
My-Euristich,XML100_1114_08,100,0,14,None,14601.0,100.0,0.000007
My-Euristich,XML100_1114_09,100,0,12,None,11847.0,100.0,0.000007
My-Euristich,XML100_1114_10,100,0,12,None,13777.0,100.0,0.000007
My-Euristich,XML100_1114_11,100,0,14,None,11097.0,100.0,0.000028
My-Euristich,XML100_1114_12,100,0,13,None,11443.0,100.0,0.000015
My-Euristich,XML100_1114_13,100,0,12,None,13276.0,100.0,0.000010
My-Euristich,XML100_1114_14,100,0,14,None,13898.0,100.0,0.000007
My-Euristich,XML100_1114_15,100,0,15,None,11091.0,100.0,0.000036
My-Euristich,XML100_1114_16,100,0,15,None,12053.0,100.0,0.000023
My-Euristich,XML100_1114_17,100,0,15,None,13124.0,100.0,0.000010
My-Euristich,XML100_1114_18,100,0,12,None,13839.0,100.0,0.000007
My-Euristich,XML100_1114_19,100,0,13,None,12530.0,100.0,0.000027
My-Euristich,XML100_1114_20,100,0,12,None,17235.0,100.0,0.000015
My-Euristich,XML100_1114_21,100,0,14,None,11802.0,100.0,0.000006
My-Euristich,XML100_1114_22,100,0,13,None,12255.0,100.0,0.000008
My-Euristich,XML100_1114_23,100,0,15,None,11793.0,100.0,0.000009
My-Euristich,XML100_1114_24,100,0,13,None,14095.0,100.0,0.000014
My-Euristich,XML100_1114_25,100,0,15,None,15367.0,100.0,0.000006
My-Euristich,XML100_1114_26,100,0,14,None,12990.0,100.0,0.000007
My-Euristich,XML100_1114_27,100,0,15,None,11757.0,100.0,0.000005
My-Euristich,XML100_1115_01,100,0,20,None,11095.0,100.0,0.000017
My-Euristich,XML100_1115_02,100,0,19,None,10675.0,100.0,0.000011
My-Euristich,XML100_1115_03,100,0,17,None,11355.0,100.0,0.000010
My-Euristich,XML100_1115_04,100,0,21,None,9370.0,100.0,0.000008
My-Euristich,XML100_1115_05,100,0,23,None,10499.0,100.0,0.000032
My-Euristich,XML100_1115_06,100,0,16,None,11494.0,100.0,0.000014
My-Euristich,XML100_1115_07,100,0,17,None,13076.0,100.0,0.000007
My-Euristich,XML100_1115_08,100,0,21,None,10682.0,100.0,0.000007
My-Euristich,XML100_1115_09,100,0,17,None,11124.0,100.0,0.000013
My-Euristich,XML100_1115_10,100,0,17,None,11410.0,100.0,0.000012
My-Euristich,XML100_1115_11,100,0,17,None,10444.0,100.0,0.000007
My-Euristich,XML100_1115_12,100,0,17,None,11821.0,100.0,0.000006
My-Euristich,XML100_1115_13,100,0,21,None,10862.0,100.0,0.000035
My-Euristich,XML100_1115_14,100,0,21,None,10761.0,100.0,0.000022
My-Euristich,XML100_1115_15,100,0,16,None,11299.0,100.0,0.000009
My-Euristich,XML100_1115_16,100,0,20,None,11643.0,100.0,0.000022
My-Euristich,XML100_1115_17,100,0,18,None,10879.0,100.0,0.000027
My-Euristich,XML100_1115_18,100,0,21,None,9504.0,100.0,0.000007
My-Euristich,XML100_1115_19,100,0,21,None,10345.0,100.0,0.000005
My-Euristich,XML100_1115_20,100,0,18,None,11093.0,100.0,0.000006
My-Euristich,XML100_1115_21,100,0,23,None,10493.0,100.0,0.000011
My-Euristich,XML100_1115_22,100,0,18,None,11377.0,100.0,0.000009
My-Euristich,XML100_1115_23,100,0,22,None,10217.0,100.0,0.000005
My-Euristich,XML100_1115_24,100,0,19,None,11055.0,100.0,0.000005
My-Euristich,XML100_1115_25,100,0,20,None,10794.0,100.0,0.000028
My-Euristich,XML100_1115_26,100,0,17,None,13358.0,100.0,0.000008
My-Euristich,XML100_1115_27,100,0,21,None,9325.0,100.0,0.000010
My-Euristich,XML100_1116_01,100,0,38,None,8383.0,100.0,0.000006
My-Euristich,XML100_1116_02,100,0,35,None,9366.0,100.0,0.000005
My-Euristich,XML100_1116_03,100,0,36,None,8463.0,100.0,0.000014
My-Euristich,XML100_1116_04,100,0,42,None,8577.0,100.0,0.000005
My-Euristich,XML100_1116_05,100,0,27,None,8766.0,100.0,0.000007
My-Euristich,XML100_1116_06,100,0,25,None,10099.0,100.0,0.000005
My-Euristich,XML100_1116_07,100,0,42,None,8423.0,100.0,0.000009
My-Euristich,XML100_1116_08,100,0,46,None,8620.0,100.0,0.000019
My-Euristich,XML100_1116_09,100,0,36,None,8889.0,100.0,0.000007
My-Euristich,XML100_1116_10,100,0,45,None,9105.0,100.0,0.000005
My-Euristich,XML100_1116_11,100,0,40,None,8873.0,100.0,0.000006
My-Euristich,XML100_1116_12,100,0,28,None,9471.0,100.0,0.000015
My-Euristich,XML100_1116_13,100,0,40,None,9528.0,100.0,0.000007
My-Euristich,XML100_1116_14,100,0,31,None,9375.0,100.0,0.000008
My-Euristich,XML100_1116_15,100,0,47,None,8173.0,100.0,0.000008
My-Euristich,XML100_1116_16,100,0,46,None,8450.0,100.0,0.000009
My-Euristich,XML100_1116_17,100,0,34,None,9134.0,100.0,0.000008
My-Euristich,XML100_1116_18,100,0,26,None,9386.0,100.0,0.000006
My-Euristich,XML100_1116_19,100,0,48,None,8295.0,100.0,0.000006
My-Euristich,XML100_1116_20,100,0,38,None,9645.0,100.0,0.000006
My-Euristich,XML100_1116_21,100,0,47,None,8294.0,100.0,0.000008
My-Euristich,XML100_1116_22,100,0,30,None,9685.0,100.0,0.000018
My-Euristich,XML100_1116_23,100,0,49,None,7902.0,100.0,0.000015
My-Euristich,XML100_1116_24,100,0,41,None,8522.0,100.0,0.000009
My-Euristich,XML100_1116_25,100,0,33,None,9028.0,100.0,0.000019
My-Euristich,XML100_1116_26,100,0,38,None,8589.0,100.0,0.000012
My-Euristich,XML100_1116_27,100,0,47,None,8950.0,100.0,0.000014
My-Euristich,XML100_1121_01,100,0,21,None,25764.0,100.0,0.000011
My-Euristich,XML100_1121_02,100,0,20,None,35093.0,100.0,0.000024
My-Euristich,XML100_1121_03,100,0,29,None,31405.0,100.0,0.000013
My-Euristich,XML100_1121_04,100,0,23,None,24425.0,100.0,0.000027
My-Euristich,XML100_1121_05,100,0,18,None,39334.0,100.0,0.000011
My-Euristich,XML100_1121_06,100,0,21,None,29023.0,100.0,0.000015
My-Euristich,XML100_1121_07,100,0,25,None,28653.0,100.0,0.000024
My-Euristich,XML100_1121_08,100,0,27,None,21644.0,100.0,0.000020
My-Euristich,XML100_1121_09,100,0,24,None,37803.0,100.0,0.000015
My-Euristich,XML100_1121_10,100,0,20,None,37656.0,100.0,0.000020
My-Euristich,XML100_1121_11,100,0,22,None,28618.0,100.0,0.000020
My-Euristich,XML100_1121_12,100,0,22,None,34122.0,100.0,0.000023
My-Euristich,XML100_1121_13,100,0,18,None,34021.0,100.0,0.000026
My-Euristich,XML100_1121_14,100,0,26,None,27699.0,100.0,0.000020
My-Euristich,XML100_1121_15,100,0,23,None,26292.0,100.0,0.000019
My-Euristich,XML100_1121_16,100,0,29,None,25708.0,100.0,0.000018
My-Euristich,XML100_1121_17,100,0,18,None,40753.0,100.0,0.000015
My-Euristich,XML100_1121_18,100,0,25,None,28306.0,100.0,0.000009
My-Euristich,XML100_1121_19,100,0,18,None,31865.0,100.0,0.000021
My-Euristich,XML100_1121_20,100,0,20,None,36844.0,100.0,0.000044
My-Euristich,XML100_1121_21,100,0,27,None,32367.0,100.0,0.000038
My-Euristich,XML100_1121_22,100,0,20,None,34243.0,100.0,0.000009
My-Euristich,XML100_1121_23,100,0,26,None,28540.0,100.0,0.000010
My-Euristich,XML100_1121_24,100,0,22,None,24368.0,100.0,0.000008
My-Euristich,XML100_1121_25,100,0,21,None,26180.0,100.0,0.000009
My-Euristich,XML100_1121_26,100,0,28,None,28384.0,100.0,0.000011
My-Euristich,XML100_1121_27,100,0,25,None,26735.0,100.0,0.000008
My-Euristich,XML100_1122_01,100,0,44,None,21308.0,100.0,0.000007
My-Euristich,XML100_1122_02,100,0,41,None,17816.0,100.0,0.000009
My-Euristich,XML100_1122_03,100,0,35,None,21933.0,100.0,0.000008
My-Euristich,XML100_1122_04,100,0,43,None,20613.0,100.0,0.000006
My-Euristich,XML100_1122_05,100,0,28,None,22617.0,100.0,0.000005
My-Euristich,XML100_1122_06,100,0,29,None,22937.0,100.0,0.000011
My-Euristich,XML100_1122_07,100,0,36,None,18281.0,100.0,0.000006
My-Euristich,XML100_1122_08,100,0,32,None,29764.0,100.0,0.000007
My-Euristich,XML100_1122_09,100,0,36,None,19508.0,100.0,0.000007
My-Euristich,XML100_1122_10,100,0,35,None,19941.0,100.0,0.000006
My-Euristich,XML100_1122_11,100,0,32,None,24201.0,100.0,0.000005
My-Euristich,XML100_1122_12,100,0,32,None,25040.0,100.0,0.000005
My-Euristich,XML100_1122_13,100,0,39,None,18149.0,100.0,0.000005
My-Euristich,XML100_1122_14,100,0,42,None,17334.0,100.0,0.000007
My-Euristich,XML100_1122_15,100,0,31,None,25073.0,100.0,0.000011
My-Euristich,XML100_1122_16,100,0,42,None,15833.0,100.0,0.000011
My-Euristich,XML100_1122_17,100,0,33,None,22159.0,100.0,0.000007
My-Euristich,XML100_1122_18,100,0,37,None,21581.0,100.0,0.000007
My-Euristich,XML100_1122_19,100,0,41,None,22167.0,100.0,0.000006
My-Euristich,XML100_1122_20,100,0,27,None,26451.0,100.0,0.000009
My-Euristich,XML100_1122_21,100,0,38,None,17807.0,100.0,0.000006
My-Euristich,XML100_1122_22,100,0,37,None,23053.0,100.0,0.000006
My-Euristich,XML100_1122_23,100,0,41,None,20338.0,100.0,0.000008
My-Euristich,XML100_1122_24,100,0,29,None,23456.0,100.0,0.000012
My-Euristich,XML100_1122_25,100,0,34,None,18752.0,100.0,0.000007
My-Euristich,XML100_1122_26,100,0,43,None,18756.0,100.0,0.000006
My-Euristich,XML100_1122_27,100,0,40,None,17055.0,100.0,0.000010
My-Euristich,XML100_1123_01,100,0,54,None,15771.0,100.0,0.000007
My-Euristich,XML100_1123_02,100,0,48,None,19392.0,100.0,0.000006
My-Euristich,XML100_1123_03,100,0,52,None,17573.0,100.0,0.000006
My-Euristich,XML100_1123_04,100,0,50,None,14792.0,100.0,0.000006
My-Euristich,XML100_1123_05,100,0,46,None,16928.0,100.0,0.000008
My-Euristich,XML100_1123_06,100,0,54,None,18533.0,100.0,0.000006
My-Euristich,XML100_1123_07,100,0,58,None,13327.0,100.0,0.000008
My-Euristich,XML100_1123_08,100,0,46,None,17717.0,100.0,0.000007
My-Euristich,XML100_1123_09,100,0,49,None,18434.0,100.0,0.000012
My-Euristich,XML100_1123_10,100,0,63,None,12108.0,100.0,0.000012
My-Euristich,XML100_1123_11,100,0,63,None,14511.0,100.0,0.000026
My-Euristich,XML100_1123_12,100,0,63,None,15513.0,100.0,0.000009
My-Euristich,XML100_1123_13,100,0,49,None,15405.0,100.0,0.000012
My-Euristich,XML100_1123_14,100,0,52,None,18973.0,100.0,0.000015
My-Euristich,XML100_1123_15,100,0,66,None,14271.0,100.0,0.000021
My-Euristich,XML100_1123_16,100,0,51,None,18258.0,100.0,0.000008
My-Euristich,XML100_1123_17,100,0,61,None,14007.0,100.0,0.000009
My-Euristich,XML100_1123_18,100,0,59,None,15572.0,100.0,0.000007
My-Euristich,XML100_1123_19,100,0,57,None,17939.0,100.0,0.000020
My-Euristich,XML100_1123_20,100,0,54,None,15889.0,100.0,0.000010
My-Euristich,XML100_1123_21,100,0,67,None,15250.0,100.0,0.000008
My-Euristich,XML100_1123_22,100,0,48,None,18698.0,100.0,0.000008
My-Euristich,XML100_1123_23,100,0,61,None,16185.0,100.0,0.000022
My-Euristich,XML100_1123_24,100,0,50,None,18687.0,100.0,0.000025
My-Euristich,XML100_1123_25,100,0,58,None,12759.0,100.0,0.000012
My-Euristich,XML100_1123_26,100,0,58,None,17426.0,100.0,0.000018
My-Euristich,XML100_1123_27,100,0,59,None,12464.0,100.0,0.000017
My-Euristich,XML100_1124_01,100,0,87,None,10860.0,100.0,0.000019
My-Euristich,XML100_1124_02,100,0,77,None,12003.0,100.0,0.000040
My-Euristich,XML100_1124_03,100,0,74,None,13063.0,100.0,0.000010
My-Euristich,XML100_1124_04,100,0,66,None,15062.0,100.0,0.000009
My-Euristich,XML100_1124_05,100,0,83,None,11627.0,100.0,0.000006
My-Euristich,XML100_1124_06,100,0,79,None,10623.0,100.0,0.000020
My-Euristich,XML100_1124_07,100,0,90,None,12201.0,100.0,0.000009
My-Euristich,XML100_1124_08,100,0,81,None,11172.0,100.0,0.000017
My-Euristich,XML100_1124_09,100,0,65,None,12553.0,100.0,0.000006
My-Euristich,XML100_1124_10,100,0,74,None,13116.0,100.0,0.000027
My-Euristich,XML100_1124_11,100,0,73,None,12570.0,100.0,0.000013
My-Euristich,XML100_1124_12,100,0,86,None,13818.0,100.0,0.000011
My-Euristich,XML100_1124_13,100,0,79,None,13606.0,100.0,0.000010
My-Euristich,XML100_1124_14,100,0,65,None,11661.0,100.0,0.000017
My-Euristich,XML100_1124_15,100,0,71,None,14365.0,100.0,0.000015
My-Euristich,XML100_1124_16,100,0,81,None,12220.0,100.0,0.000010
My-Euristich,XML100_1124_17,100,0,93,None,10446.0,100.0,0.000005
My-Euristich,XML100_1124_18,100,0,81,None,12789.0,100.0,0.000006
My-Euristich,XML100_1124_19,100,0,76,None,11032.0,100.0,0.000011
My-Euristich,XML100_1124_20,100,0,93,None,14173.0,100.0,0.000006
My-Euristich,XML100_1124_21,100,0,81,None,10402.0,100.0,0.000006
My-Euristich,XML100_1124_22,100,0,80,None,11197.0,100.0,0.000005
My-Euristich,XML100_1124_23,100,0,80,None,11090.0,100.0,0.000010
My-Euristich,XML100_1124_24,100,0,75,None,13462.0,100.0,0.000008
My-Euristich,XML100_1124_25,100,0,88,None,11515.0,100.0,0.000007
My-Euristich,XML100_1124_26,100,0,90,None,11101.0,100.0,0.000005
My-Euristich,XML100_1124_27,100,0,74,None,12986.0,100.0,0.000005
My-Euristich,XML100_1125_01,100,0,106,None,9893.0,100.0,0.000027
My-Euristich,XML100_1125_02,100,0,103,None,9539.0,100.0,0.000010
My-Euristich,XML100_1125_03,100,0,112,None,10437.0,100.0,0.000006
My-Euristich,XML100_1125_04,100,0,98,None,11779.0,100.0,0.000005
My-Euristich,XML100_1125_05,100,0,123,None,9138.0,100.0,0.000007
My-Euristich,XML100_1125_06,100,0,102,None,12142.0,100.0,0.000013
My-Euristich,XML100_1125_07,100,0,140,None,10469.0,100.0,0.000010
My-Euristich,XML100_1125_08,100,0,120,None,10517.0,100.0,0.000011
My-Euristich,XML100_1125_09,100,0,126,None,10747.0,100.0,0.000014
My-Euristich,XML100_1125_10,100,0,119,None,10157.0,100.0,0.000030
My-Euristich,XML100_1125_11,100,0,94,None,11623.0,100.0,0.000007
My-Euristich,XML100_1125_12,100,0,133,None,9314.0,100.0,0.000008
My-Euristich,XML100_1125_13,100,0,90,None,10684.0,100.0,0.000010
My-Euristich,XML100_1125_14,100,0,103,None,11639.0,100.0,0.000014
My-Euristich,XML100_1125_15,100,0,107,None,10879.0,100.0,0.000009
My-Euristich,XML100_1125_16,100,0,93,None,12051.0,100.0,0.000007
My-Euristich,XML100_1125_17,100,0,102,None,11720.0,100.0,0.000006
My-Euristich,XML100_1125_18,100,0,94,None,10546.0,100.0,0.000013
My-Euristich,XML100_1125_19,100,0,96,None,11501.0,100.0,0.000007
My-Euristich,XML100_1125_20,100,0,102,None,11239.0,100.0,0.000005
My-Euristich,XML100_1125_21,100,0,128,None,11632.0,100.0,0.000006
My-Euristich,XML100_1125_22,100,0,128,None,10083.0,100.0,0.000012
My-Euristich,XML100_1125_23,100,0,95,None,10374.0,100.0,0.000011
My-Euristich,XML100_1125_24,100,0,112,None,10378.0,100.0,0.000005
My-Euristich,XML100_1125_25,100,0,111,None,9813.0,100.0,0.000005
My-Euristich,XML100_1125_26,100,0,127,None,9044.0,100.0,0.000005
My-Euristich,XML100_1125_27,100,0,131,None,11205.0,100.0,0.000025
My-Euristich,XML100_1126_01,100,0,234,None,8477.0,100.0,0.000007
My-Euristich,XML100_1126_02,100,0,239,None,9278.0,100.0,0.000006
My-Euristich,XML100_1126_03,100,0,191,None,9102.0,100.0,0.000005
My-Euristich,XML100_1126_04,100,0,247,None,8320.0,100.0,0.000009
My-Euristich,XML100_1126_05,100,0,224,None,8328.0,100.0,0.000009
My-Euristich,XML100_1126_06,100,0,270,None,8334.0,100.0,0.000007
My-Euristich,XML100_1126_07,100,0,199,None,8707.0,100.0,0.000006
My-Euristich,XML100_1126_08,100,0,235,None,8346.0,100.0,0.000006
My-Euristich,XML100_1126_09,100,0,222,None,8231.0,100.0,0.000016
My-Euristich,XML100_1126_10,100,0,170,None,8804.0,100.0,0.000010
My-Euristich,XML100_1126_11,100,0,278,None,8002.0,100.0,0.000010
My-Euristich,XML100_1126_12,100,0,141,None,10144.0,100.0,0.000006
My-Euristich,XML100_1126_13,100,0,158,None,8765.0,100.0,0.000043
My-Euristich,XML100_1126_14,100,0,193,None,9294.0,100.0,0.000008
My-Euristich,XML100_1126_15,100,0,239,None,9010.0,100.0,0.000007
My-Euristich,XML100_1126_16,100,0,259,None,7929.0,100.0,0.000006
My-Euristich,XML100_1126_17,100,0,144,None,9668.0,100.0,0.000009
My-Euristich,XML100_1126_18,100,0,197,None,8737.0,100.0,0.000008
My-Euristich,XML100_1126_19,100,0,281,None,8485.0,100.0,0.000006
My-Euristich,XML100_1126_20,100,0,220,None,8320.0,100.0,0.000006
My-Euristich,XML100_1126_21,100,0,156,None,9209.0,100.0,0.000006
My-Euristich,XML100_1126_22,100,0,229,None,8213.0,100.0,0.000022
My-Euristich,XML100_1126_23,100,0,203,None,8263.0,100.0,0.000006
My-Euristich,XML100_1126_24,100,0,159,None,8819.0,100.0,0.000007
My-Euristich,XML100_1126_25,100,0,264,None,8800.0,100.0,0.000006
My-Euristich,XML100_1126_26,100,0,243,None,8599.0,100.0,0.000024
My-Euristich,XML100_1126_27,100,0,238,None,8855.0,100.0,0.000006
My-Euristich,XML100_1131_01,100,0,24,None,45399.0,100.0,0.000007
My-Euristich,XML100_1131_02,100,0,27,None,30282.0,100.0,0.000006
My-Euristich,XML100_1131_03,100,0,36,None,23892.0,100.0,0.000008
My-Euristich,XML100_1131_04,100,0,34,None,25253.0,100.0,0.000012
My-Euristich,XML100_1131_05,100,0,28,None,28926.0,100.0,0.000007
My-Euristich,XML100_1131_06,100,0,32,None,33003.0,100.0,0.000006
My-Euristich,XML100_1131_07,100,0,28,None,37158.0,100.0,0.000015
My-Euristich,XML100_1131_08,100,0,31,None,26355.0,100.0,0.000014
My-Euristich,XML100_1131_09,100,0,28,None,43013.0,100.0,0.000008
My-Euristich,XML100_1131_10,100,0,31,None,30731.0,100.0,0.000006
My-Euristich,XML100_1131_11,100,0,35,None,26475.0,100.0,0.000008
My-Euristich,XML100_1131_12,100,0,34,None,32539.0,100.0,0.000037
My-Euristich,XML100_1131_13,100,0,36,None,29052.0,100.0,0.000009
My-Euristich,XML100_1131_14,100,0,26,None,32492.0,100.0,0.000006
My-Euristich,XML100_1131_15,100,0,37,None,22153.0,100.0,0.000007
My-Euristich,XML100_1131_16,100,0,24,None,38102.0,100.0,0.000010
My-Euristich,XML100_1131_17,100,0,33,None,39276.0,100.0,0.000012
My-Euristich,XML100_1131_18,100,0,31,None,29564.0,100.0,0.000006
My-Euristich,XML100_1131_19,100,0,34,None,30061.0,100.0,0.000006
My-Euristich,XML100_1131_20,100,0,24,None,46565.0,100.0,0.000007
My-Euristich,XML100_1131_21,100,0,23,None,50208.0,100.0,0.000012
My-Euristich,XML100_1131_22,100,0,32,None,38976.0,100.0,0.000006
My-Euristich,XML100_1131_23,100,0,30,None,30000.0,100.0,0.000006
My-Euristich,XML100_1131_24,100,0,34,None,30735.0,100.0,0.000006
My-Euristich,XML100_1131_25,100,0,30,None,27025.0,100.0,0.000011
My-Euristich,XML100_1131_26,100,0,34,None,22287.0,100.0,0.000007
My-Euristich,XML100_1131_27,100,0,32,None,27446.0,100.0,0.000006
My-Euristich,XML100_1132_01,100,0,42,None,30531.0,100.0,0.000005
My-Euristich,XML100_1132_02,100,0,47,None,19178.0,100.0,0.000007
My-Euristich,XML100_1132_03,100,0,39,None,26815.0,100.0,0.000013
My-Euristich,XML100_1132_04,100,0,51,None,22282.0,100.0,0.000006
My-Euristich,XML100_1132_05,100,0,49,None,18539.0,100.0,0.000005
My-Euristich,XML100_1132_06,100,0,57,None,22127.0,100.0,0.000005
My-Euristich,XML100_1132_07,100,0,43,None,20602.0,100.0,0.000011
My-Euristich,XML100_1132_08,100,0,50,None,19999.0,100.0,0.000011
My-Euristich,XML100_1132_09,100,0,46,None,25027.0,100.0,0.000008
My-Euristich,XML100_1132_10,100,0,43,None,22190.0,100.0,0.000006
My-Euristich,XML100_1132_11,100,0,50,None,18370.0,100.0,0.000007
My-Euristich,XML100_1132_12,100,0,56,None,17476.0,100.0,0.000013
My-Euristich,XML100_1132_13,100,0,39,None,30399.0,100.0,0.000006
My-Euristich,XML100_1132_14,100,0,61,None,18263.0,100.0,0.000005
My-Euristich,XML100_1132_15,100,0,55,None,20108.0,100.0,0.000005
My-Euristich,XML100_1132_16,100,0,51,None,26602.0,100.0,0.000020
